title,experience,salary,location,job_type,url,company,description,posted_date,company_logo,apply_link,country,source,ingestion_timestamp
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"Are you ready to elevate your career as an Electrical Test Engineer with a leading UK automation solutions provider? This opportunity offers a chance to work on innovative projects, contributing to the development of cutting-edge automation technologies. With a focus on personal development and …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/job/223341029/Electrical-Test-Engineer/apply,UK,cv_library,2025-04-13T14:40:11.534011
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Are you ready to elevate your career as an Electrical Test Engineer with a leading UK automation solutions provider? This opportunity offers a chance to work on innovative projects, contributing to the development of cutting-edge automation technologies. With a focus on personal development and …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341029/Electrical-Test-Engineer/apply,UK,cv_library,2025-04-13T14:40:11.711852
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Are you ready to elevate your career as an Electrical Test Engineer with a leading UK automation solutions provider? This opportunity offers a chance to work on innovative projects, contributing to the development of cutting-edge automation technologies. With a focus on personal development and …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341029/Electrical-Test-Engineer/apply,UK,cv_library,2025-04-13T14:40:14.464558
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Are you ready to elevate your career as an Electrical Test Engineer with a leading UK automation solutions provider? This opportunity offers a chance to work on innovative projects, contributing to the development of cutting-edge automation technologies. With a focus on personal development and …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341029/Electrical-Test-Engineer/apply,UK,cv_library,2025-04-13T14:40:16.091633
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Jark Stevenage is currently recruiting a machine operative to join a busy cosmetic company based in Stevenage, the ideal candidate will be comfortable working in a fast pace environment and have a great attention to detail. This is a temporary position, however for the right candidate it could lead …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/223341035/Machine-Operative/apply,UK,cv_library,2025-04-13T14:40:11.729080
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Jark Stevenage is currently recruiting a machine operative to join a busy cosmetic company based in Stevenage, the ideal candidate will be comfortable working in a fast pace environment and have a great attention to detail. This is a temporary position, however for the right candidate it could lead …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/223341035/Machine-Operative/apply,UK,cv_library,2025-04-13T14:40:15.655913
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Jark Stevenage is currently recruiting a machine operative to join a busy cosmetic company based in Stevenage, the ideal candidate will be comfortable working in a fast pace environment and have a great attention to detail. This is a temporary position, however for the right candidate it could lead …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/223341035/Machine-Operative/apply,UK,cv_library,2025-04-13T14:40:17.132426
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Monday to Friday, 10am-6.30pm. Temp to perm for the right candidates. Duties to include. moving stock around the warehouse. order picking. general warehouse duties. ensuring work areas are kept tidy. following correct procedures for loading unloading. order picking. Previous warehousing experience …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/222873261/Warehouse-Operative-CB-FLT/apply,UK,cv_library,2025-04-13T14:40:13.900287
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Monday to Friday, 10am-6.30pm. Temp to perm for the right candidates. Duties to include. moving stock around the warehouse. order picking. general warehouse duties. ensuring work areas are kept tidy. following correct procedures for loading unloading. order picking. Previous warehousing experience …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/job/222873261/Warehouse-Operative-CB-FLT/apply,UK,cv_library,2025-04-13T14:40:17.187596
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Monday to Friday, 10am-6.30pm. Temp to perm for the right candidates. Duties to include. moving stock around the warehouse. order picking. general warehouse duties. ensuring work areas are kept tidy. following correct procedures for loading unloading. order picking. Previous warehousing experience …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/job/222873261/Warehouse-Operative-CB-FLT/apply,UK,cv_library,2025-04-13T14:40:20.545968
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:40:15.642880
Lecturer in Sports Therapy (HE),,"£38,249 - £42,882/annum","Birmingham, West Midlands (County)",Permanent,https://www.cv-library.co.uk/job/223340953,University College Birmingham,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:43:17Z,https://www.cv-library.co.uk/logo/big/189f66da266643c5a730e1fac837ed3b,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:40:19.255367
Recruitment Delivery Consultant,,"£26,000 - £28,000/annum","Southampton, Hampshire",Permanent,https://www.cv-library.co.uk/job/223340927,Prospero Group,"Job Advert: Administrative Assistant – Property Development. We are a growing property development company based in the North West, currently seeking a proactive and organised Administrative Assistant to join our team on a Full or part-time basis. This varied role will suit someone with a keen eye …more",2025-04-11T15:40:33Z,https://www.cv-library.co.uk/logo/big/a79962c77ad34526beffb856f04d8337,https://www.cv-library.co.uk/register/apply?autoapply=223295562,UK,cv_library,2025-04-13T14:40:23.582912
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"Monday to Friday, 10am-6.30pm. Temp to perm for the right candidates. Duties to include. moving stock around the warehouse. order picking. general warehouse duties. ensuring work areas are kept tidy. following correct procedures for loading unloading. order picking. Previous warehousing experience …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/job/222873261/Warehouse-Operative-CB-FLT/apply,UK,cv_library,2025-04-13T14:40:16.158481
In Work Support Worker (Job Coach),,£15/hour,London,,https://www.cv-library.co.uk/job/223328550,Action on Disability,"Monday to Friday, 10am-6.30pm. Temp to perm for the right candidates. Duties to include. moving stock around the warehouse. order picking. general warehouse duties. ensuring work areas are kept tidy. following correct procedures for loading unloading. order picking. Previous warehousing experience …more",,https://www.cv-library.co.uk/logo/small/ef6d885032dc470880b721ebfa84e898,https://www.cv-library.co.uk/job/222873261/Warehouse-Operative-CB-FLT/apply,UK,cv_library,2025-04-13T14:40:16.160991
Project Manager,,£320 - £360/annum,Finsbury Park,Contract,https://www.cv-library.co.uk/job/223341012,Borne Resourcing Limited,"Monday to Friday, 10am-6.30pm. Temp to perm for the right candidates. Duties to include. moving stock around the warehouse. order picking. general warehouse duties. ensuring work areas are kept tidy. following correct procedures for loading unloading. order picking. Previous warehousing experience …more",2025-04-11T15:52:08Z,https://www.cv-library.co.uk/logo/big/2b6f576311554e0c932fafa29d0693a4,https://www.cv-library.co.uk/job/222873261/Warehouse-Operative-CB-FLT/apply,UK,cv_library,2025-04-13T14:40:16.344793
